chr17	32221345	32221399
chr17	38296664	38296745
chr17	39420718	39420792
chr17	41464708	41464856
chr17	56736335	56736550
chr17	57919663	57921455
chr17	59400154	59400236
chr17	62224090	62224536
chr17	73030004	73030058
chr17	79475832	79476828
chr17	79479263	79479443
chr17	79767010	79767087
chr17	79767498	79767633
chr17	79825244	79825387
chr17	79825597	79825664
chr17	80173508	80173585
chr17	80452588	80452667
chr17	80544249	80544392
chr17	81194969	81195037
chr17_gl000204_random	57056	57118
chr18	9998	10624
chr18	63679	63738
chr18	4510735	4510955
chr18	21750470	21750523
chr18	22613593	22613776
chr18	28612511	28612580
chr18	28806544	28806606
chr18	34057507	34057570
chr18	46818664	46818727
chr18	60998492	60998589
chr18	65309275	65309340
chr18	78016290	78016331
chr19	1669538	1669596
chr19	54009679	54009757
chr19	54704776	54705072
chr19	54922824	54923101
chr19	59118858	59118994
chr2	1217882	1218003
chr2	1218218	1218515
chr2	1870472	1870538
chr2	2299324	2299562
chr2	10965370	10965436
chr2	11701818	11701890
chr2	14679759	14679822
chr2	26237341	26237406
chr2	27274076	27274153
chr2	32194644	32194697
chr2	33141437	33141591
chr2	38315880	38315992
chr2	43273983	43274052
chr2	43475312	43475388
chr2	45642865	45642931
chr2	74838997	74839061
chr2	78797569	78797648
chr2	95703276	95703349
chr2	122049583	122049653
chr2	155433709	155433791
chr2	155511473	155511586
chr2	157257652	157257705
chr2	170217819	170217893
chr2	181350236	181350304
chr2	182140512	182140579
chr2	199142302	199142409
chr2	207195587	207195640
chr2	208288278	208288355
chr2	219447931	219447994
chr2	223197489	223197588
chr2	225118738	225118803
chr2	228508050	228508118
chr2	242838693	242838780
chr2	243152472	243152586
chr20	16103799	16103853
chr20	30160882	30160893
chr20	30194810	30194907
chr20	34652965	34653055
chr20	35237562	35237662
chr20	62324851	62324939
chr20	62918092	62918182
chr20	62918650	62918741
chr21	26271528	26271602
chr21	28941722	28941804
chr21	33157080	33157246
chr21	34144172	34144303
chr21	40115101	40115250
chr21	47400536	47400979
chr21	48119775	48119894
chr22	17045303	17045362
chr22	17272636	17272699
chr22	24407521	24407600
chr22	25489715	25489848
chr22	25614665	25614744
chr22	34212670	34212737
chr22	34792598	34792682
chr22	35448222	35448291
chr22	37724932	37725194
chr22	38506039	38506154
chr22	39639225	39639287
chr22	44518369	44518480
chr22	44695968	44696056
chr3	33493601	33493675
chr3	36743340	36743417
chr3	36866408	36866486
chr3	73258486	73258549
chr3	79897968	79898021
chr3	85111157	85111225
chr3	99834404	99834475
chr3	115079669	115079748
chr3	122906019	122906082
chr3	123064570	123064633
chr3	128891406	128891562
chr3	131305558	131305627
chr3	136270050	136270120
chr3	136420917	136420996
chr3	148692228	148692310
chr3	154481666	154481730
chr3	158545691	158545771
chr3	164914687	164914755
chr3	179147850	179147914
chr3	191783520	191783586
chr3	193886290	193886344
chr3	194366227	194366338
chr3	197640187	197640241
chr3	197900278	197900822
chr4	10054	10197
chr4	2245613	2245765
chr4	11157745	11157849
chr4	27102168	27102267
chr4	49514993	49515059
chr4	84716204	84716274
chr4	85556725	85556785
chr4	106819460	106819531
chr4	114383428	114383509
chr4	191043852	191044239
chr5	10012	11793
chr5	5769863	5769927
chr5	10545408	10545475
chr5	11817505	11817561
chr5	12835069	12835125
chr5	31418339	31418422
chr5	40263809	40263877
chr5	65181843	65181906
chr5	68669502	68669565
chr5	72815524	72815578
chr5	102670843	102670906
chr5	106818494	106818573
chr5	138007207	138007260
chr5	144495773	144495850
chr5	160239003	160239075
chr5	161743659	161743738
chr5	170016717	170016797
chr5	175298425	175298476
chr5	178012562	178012726
chr6	147867	147943
chr6	469021	469217
chr6	469458	469590
chr6	771099	771161
chr6	1185720	1185795
chr6	4428239	4428309
chr6	8877323	8877402
chr6	9471051	9471118
chr6	26286748	26286827
chr6	26313352	26313435
chr6	27300757	27300830
chr6	27447458	27447521
chr6	27471545	27471599
chr6	27560603	27560681
chr6	27870249	27870349
chr6	30710538	30710933
chr6	31357670	31357747
chr6	42597837	42597902
chr6	114251886	114251976
chr6	115097196	115097268
chr6	143003853	143003920
chr6	146171454	146171546
chr6	150995757	150995820
chr6	154235651	154235714
chr6	156063778	156063849
chr6	161640937	161641014
chr6	170489223	170489372
chr6_cox_hap2	2870358	2870431
chr6_dbb_hap3	2739979	2740070
chr6_ssto_hap7	2691451	2691539
chr6_ssto_hap7	2785422	2785493
chr7	10005	10234
chr7	22626649	22626751
chr7	26509532	26509595
chr7	31833648	31833714
chr7	32337611	32337684
chr7	39848580	39848652
chr7	41841736	41841799
chr7	71263048	71263154
chr7	72570235	72570297
chr7	73247485	73247627
chr7	74898738	74898801
chr7	77712692	77712755
chr7	87945280	87945333
chr7	98875537	98875611
chr7	131817178	131817250
chr7	141431552	141431682
chr7	152595061	152595140
chr7	156374801	156374891
chr7	156923745	156923846
chr7	157253956	157254344
chr7	159128553	159128665
chr8	32481	32537
chr8	155435	155501
chr8	170480	170550
chr8	1781594	1781643
chr8	3569902	3569988
chr8	3965552	3965622
chr8	6116670	6116736
chr8	14088715	14088795
chr8	22253899	22254086
chr8	32114014	32114092
chr8	32983541	32983691
chr8	36207039	36207102
chr8	59166972	59167035
chr8	63831773	63831837
chr8	65063406	65063488
chr8	67217029	67217107
chr8	85948937	85949008
chr8	104359493	104359560
chr8	124169473	124169542
chr8	128569336	128569408
chr8	144119903	144119985
chr8	145288294	145288376
chr9	10211	10343
chr9	8086881	8086950
chr9	16932763	16932832
chr9	21683749	21683924
chr9	23850718	23850787
chr9	28355223	28355345
chr9	78334758	78334825
chr9	78655252	78655318
chr9	87879687	87880121
chr9	96698880	96699094
chr9	119641610	119641679
chr9	126314261	126314329
chr9	128845290	128845353
chr9	136429493	136429556
chrUn_gl000220	154236	154299
chrUn_gl000227	73688	74027
chrX	5872638	5872710
chrX	14303039	14303110
chrX	33395536	33395609
chrX	44345474	44345551
chrX	44822713	44822790
chrX	53039611	53039713
chrX	54062982	54063053
chrX	54463851	54463914
chrX	67872807	67872872
chrX	70474942	70475021
chrX	70899563	70899628
chrX	79212661	79212726
chrX	95304183	95304246
chrX	95835261	95835331
chrX	124485061	124485156
chrX	151744915	151744995
chrX	155259865	155260421
chrY	59362876	59363433
